Name,TM_score,RMSD,,id,organism_from_ncb,species,genus,family,order,class,phylum,kingdom,domain
PZG07079.1_1655439,0.7693,3.45,,PZG07079.1,Micromonospora craterilacus,Micromonospora craterilacus,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PZH18670.1_1735453,0.7281,3.34,,PZH18670.1,Streptomyces sp. NTH33,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PZX15798.1_568105,0.9431,1.53,,PZX15798.1,Palleronia aestuarii,Palleronia aestuarii,Palleronia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PZX31387.1_696762,0.9943,0.46,,PZX31387.1,Planktotalea frisia,Planktotalea frisia,Planktotalea,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
QAS52047.1_45668,0.8434,2.67,,QAS52047.1,Halobacillus litoralis,Halobacillus litoralis,Halobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
QBF34115.1_2017482,0.9675,1.14,,QBF34115.1,Thalassococcus sp. S3,unclassified Thalassococcus,Thalassococcus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
QCN83913.1_45398,0.773,3.17,,QCN83913.1,Streptomyces griseoviridis,Streptomyces griseoviridis,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
QDI67657.1_67282,0.7177,3.95,,QDI67657.1,Streptomyces calvus,Streptomyces calvus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
QHF98500.1_2175864,0.7223,3.75,,QHF98500.1,Streptomyces sp. NHF165,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
QSR23662.1_2016196,0.8884,2.37,,QSR23662.1,Hyphomonas sp. KY3,unclassified Hyphomonas,Hyphomonas,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RAI03600.1_2184697,0.9341,1.7,,RAI03600.1,Acuticoccus sediminis,Acuticoccus sediminis,Acuticoccus,Amorphaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RAI03831.1_2184697,0.913,1.95,,RAI03831.1,Acuticoccus sediminis,Acuticoccus sediminis,Acuticoccus,Amorphaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RAI23207.1_34017,0.9197,1.94,,RAI23207.1,Rhodobium orientis,Rhodobium orientis,Rhodobium,Rhodobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RAJ75374.1_1305830,0.7436,3.29,,RAJ75374.1,Streptomyces sp. PsTaAH-137,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RAJ96978.1_531312,0.7703,3.56,,RAJ96978.1,Aliidiomarina maris,Aliidiomarina maris,Aliidiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RAK15411.1_568098,0.9417,1.57,,RAK15411.1,Salipiger aestuarii,Salipiger aestuarii,Salipiger,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RAK43208.1_1287878,0.7791,3.23,,RAK43208.1,Actinoplanes lutulentus,Actinoplanes lutulentus,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RAR72462.1_1101402,0.7968,2.89,,RAR72462.1,Flavobacterium aciduliphilum,Flavobacterium aciduliphilum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,Pseudomonadati,Bacteria
RAS35032.1_1895,0.7463,3.57,,RAS35032.1,Streptomyces avidinii,Streptomyces avidinii,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RBO78434.1_491951,0.7386,3.8,,RBO78434.1,Marinomonas aquiplantarum,Marinomonas aquiplantarum,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RBP49133.1_644221,0.8684,2.31,,RBP49133.1,Arenicella xantha,Arenicella xantha,Arenicella,Arenicellaceae,Arenicellales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RBP70966.1_2743,0.7364,3.86,,RBP70966.1,Marinobacter nauticus,Marinobacter nauticus,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RBP79846.1_24,0.9314,1.79,,RBP79846.1,Shewanella putrefaciens,Shewanella putrefaciens,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RBP85274.1_491948,0.9437,1.47,,RBP85274.1,Marinomonas rhizomae,Marinomonas rhizomae,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RCW27170.1_1197950,0.8781,2.73,,RCW27170.1,Ciceribacter lividus,Ciceribacter lividus,Ciceribacter,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RCW65848.1_930114,0.8223,3.22,,RCW65848.1,Saliterribacillus persicus,Saliterribacillus persicus,Saliterribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
RED11376.1_1639689,0.9087,2.04,,RED11376.1,Pontivivens insulae,Pontivivens insulae,Pontivivens,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RED52162.1_1461337,0.9131,2.01,,RED52162.1,Aestuariispira insulae,Aestuariispira insulae,Aestuariispira,Kiloniellaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
REE00102.1_1122208,0.9093,2.11,,REE00102.1,Marinoscillum furvescens DSM 4134,Marinoscillum furvescens,Marinoscillum,Reichenbachiellaceae,Cytophagales,Cytophagia,Bacteroidota,Pseudomonadati,Bacteria
REE57904.1_1938846,0.732,3.64,,REE57904.1,Streptomyces sp. 3212.3,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
REE96704.1_111806,0.9314,1.56,,REE96704.1,Thermomonospora umbrina,Thermomonospora umbrina,Thermomonospora,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
REF36452.1_696763,0.9358,1.45,,REF36452.1,Thermasporomyces composti,Thermasporomyces composti,Thermasporomyces,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
REG02384.1_53367,0.7165,3.74,,REG02384.1,Asanoa ferruginea,Asanoa ferruginea,Asanoa,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
REG79349.1_491954,0.7196,4.05,,REG79349.1,Marinomonas pollencensis,Marinomonas pollencensis,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RFA29830.1_351052,0.945,1.34,,RFA29830.1,Alkalilimnicola ehrlichii,Alkalilimnicola ehrlichii,Alkalilimnicola,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RIA55248.1_933063,0.923,1.82,,RIA55248.1,Dichotomicrobium thermohalophilum,Dichotomicrobium thermohalophilum,Dichotomicrobium,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RKD75476.1_342944,0.8686,2.67,,RKD75476.1,Sinobaca qinghaiensis,Sinobaca qinghaiensis,Sinobaca,Sporolactobacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
RKE00356.1_53366,0.677,4.17,,RKE00356.1,Catellatospora citrea,Catellatospora citrea,Catellatospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RKE02154.1_1117708,0.7837,3.15,,RKE02154.1,Marinifilum flexuosum,Marinifilum flexuosum,Marinifilum,Marinifilaceae,Marinilabiliales,Bacteroidia,Bacteroidota,Pseudomonadati,Bacteria
RKE96910.1_74349,0.9919,0.55,,RKE96910.1,Sulfitobacter guttiformis,Sulfitobacter guttiformis,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RKL68809.1_885475,0.8337,2.59,,RKL68809.1,Salipaludibacillus neizhouensis,Salipaludibacillus neizhouensis,Salipaludibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
RKQ72573.1_526216,0.9154,2.01,,RKQ72573.1,Oceanibaculum indicum,Oceanibaculum indicum,Oceanibaculum,Oceanibaculaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RKQ95238.1_74318,0.9309,1.71,,RKQ95238.1,Maricaulis maris,Maricaulis maris,Maricaulis,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RKR85861.1_589240,0.7745,3.37,,RKR85861.1,Micromonospora pisi,Micromonospora pisi,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RKS08233.1_2183912,0.8789,2.42,,RKS08233.1,Nocardiopsis sp. Huas11,unclassified Nocardiopsis,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RKS10781.1_2183912,0.8552,2.49,,RKS10781.1,Nocardiopsis sp. Huas11,unclassified Nocardiopsis,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RKT32484.1_505353,0.9599,1.09,,RKT32484.1,Roseovarius halotolerans,Roseovarius halotolerans,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RKT67285.1_543527,0.8991,1.79,,RKT67285.1,Saccharothrix variisporea,Saccharothrix variisporea,Saccharothrix,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RLJ78033.1_485602,0.9188,1.82,,RLJ78033.1,Actinophytocola xinjiangensis,Actinophytocola xinjiangensis,Actinophytocola,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RLJ78270.1_485602,0.8602,2.42,,RLJ78270.1,Actinophytocola xinjiangensis,Actinophytocola xinjiangensis,Actinophytocola,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RLJ86852.1_1373,0.8331,3.01,,RLJ86852.1,Planococcus citreus,Planococcus citreus,Planococcus,Caryophanaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
RLJ98491.1_981384,0.8665,2.62,,RLJ98491.1,Ruegeria conchae,Ruegeria conchae,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RLK03683.1_981384,0.9965,0.36,,RLK03683.1,Ruegeria conchae,Ruegeria conchae,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RLK51435.1_85925,0.9442,1.37,,RLK51435.1,Alkalispirillum mobile,Alkalispirillum mobile,Alkalispirillum,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RMA81213.1_569599,0.7099,4.28,,RMA81213.1,Umboniibacter marinipuniceus,Umboniibacter marinipuniceus,Umboniibacter,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RMB80435.1_943815,0.7267,3.96,,RMB80435.1,Streptomyces shenzhenensis,Streptomyces shenzhenensis,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
ROO89027.1_58109,0.883,2.19,,ROO89027.1,Actinocorallia herbida,Actinocorallia herbida,Actinocorallia,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
ROO89031.1_58109,0.8985,1.68,,ROO89031.1,Actinocorallia herbida,Actinocorallia herbida,Actinocorallia,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
ROP42346.1_103734,0.9118,1.91,,ROP42346.1,Saccharothrix texasensis,Saccharothrix texasensis,Saccharothrix,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
ROQ20135.1_306545,0.7181,4.07,,ROQ20135.1,Marinimicrobium koreense,Marinimicrobium koreense,Marinimicrobium,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
ROQ94088.1_2485161,0.6787,4.32,,ROQ94088.1,Streptomyces sp. 2132.2,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
ROR72068.1_56055,0.9204,1.89,,ROR72068.1,Bogoriella caseilytica,Bogoriella caseilytica,Bogoriella,Bogoriellaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
ROS05355.1_933926,0.7066,4.13,,ROS05355.1,Sinobacterium caligoides,Sinobacterium caligoides,Sinobacterium,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RPE41988.1_1938851,0.7371,3.51,,RPE41988.1,Streptomyces sp. Ag109_O5-1,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RPE63277.1_762213,0.9359,1.32,,RPE63277.1,Pacificibacter maritimus,Pacificibacter maritimus,Pacificibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RPF23354.1_253184,0.8846,2.16,,RPF23354.1,Myceligenerans xiligouense,Myceligenerans xiligouense,Myceligenerans,Promicromonosporaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RPF53980.1_485577,0.9074,2.03,,RPF53980.1,Aquisalibacillus elongatus,Aquisalibacillus elongatus,Aquisalibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
RSN63863.1_2203206,0.7015,3.95,,RSN63863.1,Streptomyces sp. WAC 04229,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RVX40238.1_46176,0.8873,2.2,,RVX40238.1,Nonomuraea polychroma,Nonomuraea polychroma,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RXV66995.1_2109331,0.984,0.77,,RXV66995.1,Roseovarius sp. A46,unclassified Roseovarius,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RZS39106.1_1872711,0.7934,2.95,,RZS39106.1,Herbihabitans rhizosphaerae,Herbihabitans rhizosphaerae,Herbihabitans,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RZS41120.1_1872711,0.9301,1.64,,RZS41120.1,Herbihabitans rhizosphaerae,Herbihabitans rhizosphaerae,Herbihabitans,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
RZS50134.1_1333996,0.9008,2.25,,RZS50134.1,Variibacter gotjawalensis,Variibacter gotjawalensis,Variibacter,Nitrobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RZS50135.1_1333996,0.895,2.38,,RZS50135.1,Variibacter gotjawalensis,Variibacter gotjawalensis,Variibacter,Nitrobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
RZT82980.1_1278207,0.7757,3.35,,RZT82980.1,Micromonospora violae,Micromonospora violae,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SBO95090.1_93944,0.8952,2.21,,SBO95090.1,Nonomuraea gerenzanensis,Nonomuraea gerenzanensis,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SBT46245.1_299146,0.7225,3.87,,SBT46245.1,Micromonospora narathiwatensis,Micromonospora narathiwatensis,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SBT69040.1_946078,0.7367,3.37,,SBT69040.1,Micromonospora sediminicola,Micromonospora sediminicola,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SBT88960.1_1839783,0.7208,3.71,,SBT88960.1,Streptomyces sp. DI166,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SBV26189.1_307121,0.7232,3.51,,SBV26189.1,Micromonospora krabiensis,Micromonospora krabiensis,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SBV27043.1_307121,0.8106,3.22,,SBV27043.1,Micromonospora krabiensis,Micromonospora krabiensis,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCD35887.1_1839778,0.7169,3.81,,SCD35887.1,Streptomyces sp. BpilaLS-43,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCD65447.1_693491,0.7294,3.66,,SCD65447.1,Streptomyces sp. di188,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCD66000.1_1839762,0.759,3.53,,SCD66000.1,Streptomyces sp. DvalAA-43,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCE63633.1_307119,0.7484,3.48,,SCE63633.1,Micromonospora chaiyaphumensis,Micromonospora chaiyaphumensis,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCE85635.1_1877,0.7254,3.71,,SCE85635.1,Micromonospora echinospora,Micromonospora echinospora,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCE93660.1_262898,0.7425,3.48,,SCE93660.1,Micromonospora mirobrigensis,Micromonospora mirobrigensis,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCF06527.1_1881,0.7378,3.4,,SCF06527.1,Micromonospora viridifaciens,Micromonospora viridifaciens,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCF13253.1_686309,0.7284,3.72,,SCF13253.1,Micromonospora haikouensis,Micromonospora haikouensis,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCF15434.1_1881,0.7316,3.45,,SCF15434.1,Micromonospora viridifaciens,Micromonospora viridifaciens,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCF16153.1_285665,0.748,3.47,,SCF16153.1,Micromonospora coriariae,Micromonospora coriariae,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCF59181.1_1839774,0.7505,3.39,,SCF59181.1,Streptomyces sp. Ncost-T10-10d,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCF80811.1_1839780,0.7239,3.9,,SCF80811.1,Streptomyces sp. MnatMP-M17,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCG39234.1_291594,0.7067,3.86,,SCG39234.1,Micromonospora rifamycinica,Micromonospora rifamycinica,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCG49063.1_47857,0.7336,3.67,,SCG49063.1,Micromonospora echinaurantiaca,Micromonospora echinaurantiaca,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCL37783.1_47850,0.7214,3.54,,SCL37783.1,Micromonospora aurantiaca,Micromonospora aurantiaca,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCL49047.1_47855,0.7309,3.58,,SCL49047.1,Micromonospora citrea,Micromonospora citrea,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCL52851.1_227316,0.7786,3.47,,SCL52851.1,Micromonospora eburnea,Micromonospora eburnea,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCX09932.1_1855377,0.7524,2.79,,SCX09932.1,Candidatus Aquiluna sp. UB-MaderosW2red,unclassified Aquiluna,Aquiluna,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SCY37580.1_336292,0.9671,1.15,,SCY37580.1,Paracoccus tibetensis,Paracoccus tibetensis,Paracoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SCY46432.1_381306,0.9036,2.27,,SCY46432.1,Thiohalorhabdus denitrificans,Thiohalorhabdus denitrificans,Thiohalorhabdus,Thiohalorhabdaceae,Thiohalorhabdales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SCZ61236.1_415747,0.8999,2.4,,SCZ61236.1,Thiohalomonas denitrificans,Thiohalomonas denitrificans,Thiohalomonas,Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SCZ72287.1_1156985,0.9443,1.47,,SCZ72287.1,Epibacterium ulvae,Epibacterium ulvae,Epibacterium,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDB47424.1_665467,0.902,2.23,,SDB47424.1,Bauldia litoralis,Bauldia litoralis,Bauldia,Kaistiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDB51523.1_617002,0.9494,1.45,,SDB51523.1,Desulfonatronum thiosulfatophilum,Desulfonatronum thiosulfatophilum,Desulfonatronum,Desulfonatronaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,Pseudomonadati,Bacteria
SDC09976.1_67344,0.737,3.67,,SDC09976.1,Streptomyces prasinopilosus,Streptomyces prasinopilosus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDC11313.1_1464122,0.8814,2.52,,SDC11313.1,Shouchella lonarensis,Shouchella lonarensis,Shouchella,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDC50639.1_1045774,0.8394,2.75,,SDC50639.1,Nocardioides lianchengensis,Nocardioides lianchengensis,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDC88459.1_530584,0.9257,1.72,,SDC88459.1,Prauserella marina,Prauserella marina,Prauserella,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDD20832.1_265719,0.9041,2.2,,SDD20832.1,Aquimonas voraii,Aquimonas voraii,Aquimonas,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDD65722.1_639004,0.9476,1.41,,SDD65722.1,Ruegeria marina,Ruegeria marina,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDD89996.1_1115567,0.7227,3.8,,SDD89996.1,Streptomyces sp. AmelKG-A3,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDE06026.1_69960,0.9061,2.17,,SDE06026.1,Rhodospira trueperi,Rhodospira trueperi,Rhodospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDE08801.1_521013,0.8787,0.99,,SDE08801.1,Limimaricola pyoseonensis,Limimaricola pyoseonensis,Limimaricola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDE51084.1_58114,0.729,4.03,,SDE51084.1,Glycomyces harbinensis,Glycomyces harbinensis,Glycomyces,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDE61278.1_282683,0.9435,1.55,,SDE61278.1,Salipiger thiooxidans,Salipiger thiooxidans,Salipiger,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDE72276.1_101564,0.9362,1.49,,SDE72276.1,Ectopseudomonas alcaliphila,Ectopseudomonas alcaliphila,Ectopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDF29088.1_86103,0.7194,4.19,,SDF29088.1,Idiomarina zobellii,Idiomarina zobellii,Idiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDF70141.1_284577,0.7344,3.75,,SDF70141.1,Onishia taeanensis,Onishia taeanensis,Onishia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDF79689.1_218672,0.924,1.87,,SDF79689.1,Sulfitobacter delicatus,Sulfitobacter delicatus,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDG07793.1_1123362,0.9539,1.42,,SDG07793.1,Thalassobaculum litoreum DSM 18839,Thalassobaculum litoreum,Thalassobaculum,Thalassobaculaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDG37248.1_440168,0.929,1.77,,SDG37248.1,Pelagibacterium luteolum,Pelagibacterium luteolum,Pelagibacterium,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDG40192.1_504805,0.9433,1.57,,SDG40192.1,Sinosporangium album,Sinosporangium album,Sinosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDG46059.1_640205,0.9386,1.4,,SDG46059.1,Phytopseudomonas seleniipraecipitans,Phytopseudomonas seleniipraecipitans,Phytopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
